Country,Code,Year,Other sources (tonnes),Waste (tonnes),Industry (tonnes),Residential & commercial (tonnes),Transport (tonnes),Agriculture (tonnes),Forestry (tonnes),Land use sources (tonnes),Energy (tonnes)
Barbados,BB,2002,18060.3,74319.5,145928.3,94187.1,294429,59923.9,-11828,0,584640
Barbados,BB,2003,17286.9,75049.2,156027.7,95065.7,285292.8,58213.9,-11828,0,564880.6
Barbados,BB,2004,17939.6,75854.5,154027,99611.9,321211.5,71626.1,-11828,0,564869.6
Barbados,BB,2005,19504.2,76841.1,160126.2,111866.1,323383.9,58978.3,-11828,0,572424.8
Barbados,BB,2006,19186,77941.1,159227.2,114191.4,325866.6,55133.9,60067.3,1470.6,569666
Barbados,BB,2007,19396.4,79199.1,142248.1,162141.8,334460.3,52804.5,60067.3,1433.3,575107.3
Barbados,BB,2008,19688.6,80580,141349.1,166184.7,344143.9,56653.6,60067.3,1395.9,573419.6
Barbados,BB,2009,19750.1,81920.3,139360,185290.9,350721.3,51555.1,60067.3,1358.5,574135.4
Barbados,BB,2010,19811.6,83352.8,147461,203397.1,357308.6,52455.8,60067.3,1321.1,573774.6
Bangladesh,BD,1990,227352.6,12475515.6,897444.9,7626260.3,1689390.2,58706877.3,869000,32695672.8,9137034.2
Bangladesh,BD,1991,247282.1,12851524.3,678100,7456143.8,1857438.1,59315971.2,869000,32694382.3,8573268.4
Bangladesh,BD,1992,261302.3,13249750.6,1012549.5,7579162.3,2141243.4,59854287.7,869000,32693087.3,9255705.4
Bangladesh,BD,1993,272955.6,13617165.8,1027706.9,7689780.4,2199671.7,60036120.8,869000,32691787.8,9962151.2
Bangladesh,BD,1994,279946.5,14054878.4,1318305.9,7847567.4,2243325,61115606.2,869000,32690483.7,10797218.3
Bangladesh,BD,1995,295100.2,14501288.9,1696095.3,8407404.4,2707579.8,62892795.1,869000,32689175.1,13320105.2
Bangladesh,BD,1996,306544.2,14893294.1,1815749.8,8737298.1,2982787.1,63003582.1,869000,32670332.9,13139076.5
Bangladesh,BD,1997,309916.1,15303354,1701894.4,9331083.3,3372050.4,62792420.8,869000,32625827.8,14310478.5
Bangladesh,BD,1998,325859.1,15729804.3,1776443.1,9625827.4,3446458.9,62286880.2,869000,32718021.3,14391802.3
Bangladesh,BD,1999,423514.7,16268512.3,2313551.9,9803549.1,3145243.6,64995438.8,869000,32778650.5,15647408.8
Bangladesh,BD,2000,293935.5,16673799.4,2976219.8,9922120.7,3085643.4,65486169.8,869000,32586868.1,17331049.4
Bangladesh,BD,2001,404364.6,17171586.4,3617459,10788484.9,3858182.8,65725020.4,0,32184436.1,19992089.5
Bangladesh,BD,2002,326726.6,17703407.8,3707411.3,11315323.5,3298716.7,66956255.8,0,32067489.6,21349906
Bangladesh,BD,2003,337048.3,18256901.1,3732296.1,11905339.2,3317639.3,66653585.2,0,32099717.8,22390841.2
Bangladesh,BD,2004,336420.6,18768467.2,3645715.7,12151309.6,3326232.7,66021646,0,32282267.8,23901236.8
Bangladesh,BD,2005,355090.7,19174957.6,4210748.8,12893921.8,3852619.5,67675309.6,0,32110876.7,23641803.7
Bangladesh,BD,2006,352653.7,19633850.9,4035459.8,12008710.6,4159109.7,69176677.7,-10538000,33359374.2,26759106.2
Bangladesh,BD,2007,376654.2,20011384.7,4050101.7,12786441.3,4471048.2,69583033.1,-10538000,33486555.2,30035556.7
Bangladesh,BD,2008,394172.8,20558760.3,3970943.6,13697952.3,4760262.2,73517640,-10538000,33482526.6,33077906.3
Bangladesh,BD,2009,743148.5,21148678.8,3927675.3,14192658,5389423.2,73453079.6,-10538000,33330977,35533813.6
Bangladesh,BD,2010,605504.7,21766824.4,4094236.7,15086116.1,6050952.8,74722492,-10538000,33446242.6,36287751.6
Belgium,BE,2000,452503.4,3449199.3,14927584.3,28834145.6,24939571.2,9126096,-3439333.3,1493017.6,62763685.7
Belgium,BE,2001,449557.7,3281398.7,14575477.9,30058358.1,25711982.3,9000952.6,-3483333.3,1001607.5,60846904
Belgium,BE,2002,425936.8,3273936.6,15446591.2,28550083.3,25602804.5,9829164.1,-3483333.3,1011940.3,55410541.4
Belgium,BE,2003,452739.5,3297033.9,14740283,32696328.6,26390263.9,9442010.4,-3483333.3,1022230.5,57513122.2
Belgium,BE,2004,436472.3,3368842.3,15309692.8,30997490.8,26524026.9,9389714.2,-3483333.3,1032508.8,55679768.4
Belgium,BE,2005,434165.1,3279922,15804286.8,31393518.3,25955671.3,9246348.6,-3483333.3,1042684.4,51045685.5
Belgium,BE,2006,425109.8,3267248.1,16469061.7,28361526.7,25425131.3,9103555.8,-2867333.3,253304.2,52251983.1
Belgium,BE,2007,409479.4,3262278,16738477.7,25017412,25252682.8,9018632.8,-2867333.3,253304.2,52719404.6
Belgium,BE,2008,404392.3,3247823.3,16903375.3,28675890.6,25435155.2,9227890.6,-2867333.3,253304.2,54225642.4
Belgium,BE,2009,387852.5,3267279.5,16797311.1,26453899.5,24791816.5,9063120.6,-2867333.3,253304.2,51168495.8
Belgium,BE,2010,393239.2,3243530.7,18462789.7,28891030.8,23339060.1,9080586.8,-2867333.3,253304.2,55499003.1
Bulgaria,BG,1990,406313.1,9042662.2,8654858.8,8393054.9,6576150,11191794.7,-12686666.7,2841513.8,62697467.3
Bulgaria,BG,1991,314387.9,9162639.1,6195089,5993568,3705038.6,10354155.4,-12686666.7,2877323.7,49257254.9
Bulgaria,BG,1992,298080.9,9437600.3,5094193.1,5748858.1,3883986.1,8032287.4,-12686666.7,2913030.5,47363603.1
Bulgaria,BG,1993,304092.6,9649431.6,4452952.5,6307715.4,4396979,6477775.3,-12686666.7,2948634.5,46836024.7
Bulgaria,BG,1994,292114.1,9899299.9,5529813.9,5801156.6,4016088,5866918.7,-12686666.7,2984136.3,44976727.7
Bulgaria,BG,1995,287433.4,10092604.3,9767438,4435315.8,4273256.4,4966866.4,-12686666.7,3019536.1,46658201.3
Bulgaria,BG,1996,279898.5,10200910.9,10176611.3,4995547.9,4223016.9,5064670.8,-12686666.7,3041727.5,46602567.5
Bulgaria,BG,1997,267433.4,10206027.4,8630036.7,3446688,4373028.9,4953793.1,-12686666.7,3072245.2,45616755.4
Bulgaria,BG,1998,292057.1,10188110.1,5347865.8,3785615.9,5529630.7,4755057.4,-12686666.7,3123453.2,41541881.1
Bulgaria,BG,1999,262282.5,10127482.7,5464413.4,3220113.7,5765374.2,4756839.1,-12686666.7,3150670.2,35834678.3
Bulgaria,BG,2000,332772.6,10012515.8,5664759.5,2776985.9,5537315.8,4876667.1,-12686666.7,3234772.2,35624575.1
Bulgaria,BG,2001,358373.6,9879745.5,6248208,2542153,5713231,4910060.5,-15180000,3672033.6,38395854.3
Bulgaria,BG,2002,265532.3,9754376.8,5182831.1,3037968.3,5944710.3,5249612.6,-15180000,3530919.8,35305136.1
Bulgaria,BG,2003,305580.1,9634644.4,6755493.3,3244188.6,6745681.8,5449615.8,-15180000,3577602.7,39067017.9
Bulgaria,BG,2004,328861.2,9536096.5,7010801.5,2771686,6862622.4,5222554.1,-15180000,3625090.2,37551612.2
Bulgaria,BG,2005,314287.2,9381381.5,6914998,2756612.8,7549612.7,4667640.4,-15180000,3596695.4,37283332.1
Bulgaria,BG,2006,295543.8,9263256.1,7145296.1,3021435.7,8174829.8,4206220.8,-11366666.7,3603167.9,37677288.1
Bulgaria,BG,2007,302630.3,9100784.1,6660261.9,2709515.5,7987878.8,4461043.1,-11366666.7,3702476,41086524.4
Bulgaria,BG,2008,310660.6,8974220.9,6573282.7,2427640.9,9618113.1,4645117.6,-11366666.7,3613616.3,39786711.8
Bulgaria,BG,2009,281668.5,8847015.5,5724683.9,2095051.3,9567724,4872690.9,-11366666.7,3608113.1,34229874
Bulgaria,BG,2010,285688.2,8849002.4,6029062.3,2311097.2,9304247.4,4767371.6,-11366666.7,3649398.7,36078411.4
Bahrain,BH,1990,42593.4,144120.7,3530016.3,127431,1000267.4,33798.3,-3309.2,0,12173204.3
Bahrain,BH,1991,42029.9,148465,1339958.5,138774.7,1011466,32890.8,-3309.2,0,11726430.7
Bahrain,BH,1992,45840.1,154039.2,1527439.1,147472.8,1128021.7,33467.7,-3309.2,0,12148791.9
Bahrain,BH,1993,45461.1,162385.3,1897620.8,147472.8,1168236.8,32239.8,-3309.2,0,11877821.8
Bahrain,BH,1994,46439.8,166941.4,1689620.5,156170,1188144.4,31390.3,-3309.2,0,11938870.5
Bahrain,BH,1995,46255.8,174998.5,1732439.7,155791.2,1239468.1,29436.9,-3309.2,0,11952803.4
Bahrain,BH,1996,47345.4,222130,1660356.8,173943.9,1262475.3,31541.3,-3309.2,0,12590394
Bahrain,BH,1997,46344.4,263067.8,1874497.3,246179,1324407.7,31829.9,-3309.2,0,13130531.1
Bahrain,BH,1998,49691,269496.3,1763662.9,315767.5,1395239,34454.2,-3309.2,0,14058730.2
Bahrain,BH,1999,49939.2,282347.1,1850906.9,169401.7,1450762.2,32060.6,-3309.2,0,14213008.4
Bahrain,BH,2000,50532.4,283592.8,1681474.2,177684.2,1540000,30922,-3309.2,0,14484359.2
Bahrain,BH,2001,52009.2,295986.8,1799574.8,186723,1600000,29514,-3472.2,0,15087208.3
Bahrain,BH,2002,55586.9,306960.5,1725644.6,191734.3,1790000,152328.1,-3472.2,0,15863543.2
Bahrain,BH,2003,59008.2,305077.9,1635696.3,208811.9,1950000,33281.7,-3472.2,0,16340100.7
Bahrain,BH,2004,61955.3,311958.6,1852203.3,222862.1,2130000,31261.3,-3472.2,0,16839694
Bahrain,BH,2005,66797.2,279327.6,2399565.8,234906.6,2500000,58572.5,-3472.2,0,17912689.3
Bahrain,BH,2006,67314.5,265733.7,2651720.2,188636.5,2580000,120000.3,-4289,0,19344662.1
Bahrain,BH,2007,71173.7,242552,2603257.8,193647.9,2810000,37715.8,-4289,0,20662101
Bahrain,BH,2008,72066.3,224681.1,2597402.3,212709.4,2430000,41651.3,-4289,0,23654565.7
Bahrain,BH,2009,74596.7,231606.2,2656116.5,230770.2,2640000,35511.6,-4289,0,23943235.8
Bahrain,BH,2010,78191.1,238895,2753823.4,252841.5,2870000,47147.5,-4289,0,24550280
Burundi,BI,1990,9590.1,497642.4,89819.2,629366.2,126716.3,1283710,4044333.3,8085026.1,371568.6
Burundi,BI,1991,9946.8,512280.8,91706.5,658467,129492.8,1295999.3,4044333.3,8063378.3,382842.4
Burundi,BI,1992,10060.5,527910.4,93390.8,643598.1,111426.1,1313879.3,4044333.3,8040322.9,386940.3
Burundi,BI,1993,10242.7,541769.7,94857.5,686477.3,124198.1,1282785.4,4044333.3,8015718,402070.6
Burundi,BI,1994,10350.1,549790.8,96095.9,720559.8,128670.5,1179057.2,4044333.3,7989402,443761.4
Burundi,BI,1995,10895.4,567310.7,97122.1,742216.4,129147,1211723.6,4044333.3,7961189.8,465605.1
Burundi,BI,1996,11678.1,583354.5,97913.9,775626.8,131631.2,1194625.1,4044333.3,7904908,503736.2
Burundi,BI,1997,11861.5,599078.1,98541.3,797892.1,131178,1221848.1,4044333.3,8007390.6,512304.4
Burundi,BI,1998,12155.5,611901.4,99224.9,794436,134270.2,1139803.9,4044333.3,8206267.4,534437
Burundi,BI,1999,10294.6,622777.6,100254.6,608366.2,140224.1,1158773.3,4044333.3,7927926.3,182567.3
Burundi,BI,2000,9846.7,635348.4,101817.4,533708.8,127649.8,1171479.2,4044333.3,8073581.8,180437.3
Burundi,BI,2001,12753,647359.7,103782.7,925309,135971,1211974.1,616000,6133320.8,570673.3
Burundi,BI,2002,13640.9,660179.2,106451.3,1472981,131630.2,1148387.7,616000,6059931.2,582910.5
Burundi,BI,2003,14203.5,672523.1,109503.7,1667386.8,139662.3,1175442.1,616000,6171730.8,597859.7
Burundi,BI,2004,14583.1,684101.5,113003.7,1708244.9,148268.9,1235773.5,616000,6039910.6,613916.8
Burundi,BI,2005,15193,695060.8,116760.8,1946230.4,154166.5,1297376.3,616000,5477870.1,628541.3
Burundi,BI,2006,15869.2,708348.7,120571.3,2350834.6,158468.7,1373008.7,-5177333.3,3833241,641853.3
Burundi,BI,2007,16338.7,721553.9,124739.8,2434692.8,163568.5,1416160.2,-5177333.3,3661484.6,655916.9
Burundi,BI,2008,16678,734919,128413.4,2458400.1,170769.6,1528043.2,-5177333.3,4417926,672161.2
Burundi,BI,2009,17173,748355.8,132101.2,2622456.6,175870.6,1618322.4,-5177333.3,4032040.5,686634.5
Burundi,BI,2010,17668,761890.1,136788.1,2796513.2,181071.6,1770904.7,-5177333.3,3948852.6,701207.8
Bolivia,BO,1990,1064183.7,975671.8,268644,1374946,2168372.8,13836925.2,77366666.7,83048707.6,5533301.8
Bolivia,BO,1991,951678.5,1009826.4,311992.7,1622908.9,2296093.8,14098696.9,77366666.7,83047147,5905268.2
Bolivia,BO,1992,1066955.1,1031763.1,315986.1,1730335.4,2267245.5,14412942.1,77366666.7,83045572.8,6506283.8
Bolivia,BO,1993,1226034.7,1061092.9,303821.8,1788396.2,2360093.7,14721239.1,77366666.7,83043985,7890018
Bolivia,BO,1994,613565.4,1092962.5,371611.2,2068494.3,2455198.4,15111588.7,77366666.7,83042383.3,9428100.9
Bolivia,BO,1995,792722.8,1119737.1,411067.2,2480818.5,2725397,15464024.5,77366666.7,83040767.6,7336499.3
Bolivia,BO,1996,870157.8,1155417.1,433909.3,2311706.5,3130661.9,15810215.5,77366666.7,82916386.8,6745293.2
Bolivia,BO,1997,887654.2,1182154.7,474542.4,2338128.3,3032151.9,16300526.4,77366666.7,83301583.7,7786887.2
Bolivia,BO,1998,582454.1,1202156.1,525625.7,2304947.3,3060874.6,17058735.4,77366666.7,83251713.7,6980893.5
Bolivia,BO,1999,1940020.6,1235773.6,542272.1,1995956.3,3136704,17900658,77366666.7,87947932.4,6756460.1
Bolivia,BO,2000,534300.1,1263143.8,486509.8,1970259.3,2833077.5,17792027.3,77366666.7,79649346.8,6736896.9
Bolivia,BO,2001,562337.5,1295145,448854.4,2128294.9,2880259.4,16717332.7,77000000,77662861.6,7877385.6
Bolivia,BO,2002,760126.1,1327004.9,453957.3,1483708.7,2732177.1,17724006.2,77000000,79447564.2,8439007.7
Bolivia,BO,2003,445629.3,1354541.6,502886.3,1513143.3,3291349.2,18204210.1,77000000,79555922.8,8661039.3
Bolivia,BO,2004,2845251.6,1386038.6,553190.1,1338660.2,3535768.8,19871550.4,77000000,93433270.3,10999217
Bolivia,BO,2005,978161.9,1418187.5,613367.6,1563890.9,3521821.6,20351043.8,77000000,85962173.6,12214057
Bolivia,BO,2006,148912.6,1369247.8,683046.3,1494508.5,3777007.8,20064920.2,87266666.7,147782995.2,12751378
Bolivia,BO,2007,146553.9,1404438.5,712585.2,1594275.2,4498127.3,20399124.2,87266666.7,151565667,13982812.2
Bolivia,BO,2008,150116.4,1440808,689262.1,1808497.9,4535880.1,20333499.1,87266666.7,147965656.4,14828896.5
Bolivia,BO,2009,132379.7,1478563.4,683943,1809692.6,4685183.4,20667373.9,87266666.7,145954795.7,15128614.6
Bolivia,BO,2010,264807.6,1517833.2,748623.8,2033652.9,5226712.4,23652732.5,87266666.7,168268852.4,16686141.2
Brazil,BR,1990,7718601,43510505.3,39222255.5,31909132,81584919.8,302542332.8,878467333.3,1115294069,114755856.4
Brazil,BR,1991,7228070.4,44670369.2,41729716.1,31611519.1,85365893.5,312432663.5,878467333.3,1116305223,115890680.2
Brazil,BR,1992,7846458.7,45892576.8,40069081.5,32864961.9,85994546.2,317887053.6,878467333.3,1117325827,117666730.8
Brazil,BR,1993,8612456.3,47730858.7,41162352.4,33859078.1,89384247.1,319668329.7,878467333.3,1118356016,121964095.6
Brazil,BR,1994,5880699.5,49151148.7,41125679.9,35600338.6,93462854.7,327029306.2,878467333.3,1119395925,126171172.4
Brazil,BR,1995,6807874.4,50788321.1,42276363.6,37306092.5,103425834.4,332381228.9,878467333.3,1120445692,131301559.3
Brazil,BR,1996,7329810.7,52055771.3,42670682.1,38048888.4,112925494,318294761.5,878467333.3,1119684111,140233668.1
Brazil,BR,1997,7489558.7,53646738.3,43723848.1,40192275.8,119897169.1,325686164.4,878467333.3,1123198369,148036025.3
Brazil,BR,1998,9536071.7,54401684.4,45839336.4,39102753.2,127289620.5,335686569.6,878467333.3,1135019077,150157748.1
Brazil,BR,1999,7912378.7,55765016,44923470.4,40779499.9,125284472.7,337477327.6,878467333.3,1129936941,162765569.8
Brazil,BR,2000,5680637.2,56844901.3,47613016.8,39927364.6,127177807.7,341107228.6,878467333.3,1115860064,183079335.1
Brazil,BR,2001,7155254.8,57913733.2,43877004.2,41768803.4,129651190,353818294,1090826000,1305931531,186303627.9
Brazil,BR,2002,7630714.5,59206019.7,41534225.8,41546596.9,129733687.4,374743201.9,1090826000,1310493167,187117037.2
Brazil,BR,2003,8244206.7,60329863.9,40173915.6,39724923.1,126260008.7,393249407.8,1090826000,1313265682,190996338.8
Brazil,BR,2004,10105044.6,63486873.1,43007474.4,40102664.7,136370609.2,410785658.4,1090826000,1316216024,206043480.1
Brazil,BR,2005,12071886.4,62198078.9,42876239.1,39448743.6,136205063.7,416333387.1,1090826000,1328441831,211855065
Brazil,BR,2006,4863582.3,64296014.8,45732275.6,39631172.3,140187720.9,409195910.9,517902000,849353166.9,213213403.8
Brazil,BR,2007,4979226.8,64532745.6,50382859.3,41418375.1,145101385.4,417531373.2,517902000,873629507.3,222895517.7
Brazil,BR,2008,5101805.5,64816220.6,53050421.2,43612498.9,154064545.6,408902998.1,517902000,849296492.8,231163741.1
Brazil,BR,2009,3874036.8,65265974.8,51316444.6,43212106,151828920.3,415522998.4,517902000,846469530.2,203747854.4
Brazil,BR,2010,9411732.1,66466199,55955997.8,44222690.2,169812263,441213120.2,517902000,877979475.1,244042693.9
Bahamas,BS,1990,33597.2,128869.3,322327.7,1338351.1,430570,24371.7,-1451759.2,85268.2,1212751
Bahamas,BS,1991,33868.1,133705.3,328215.4,1204579.3,412281.1,23710.6,-1451759.2,85268.2,1230561.9
Bahamas,BS,1992,33456,137678.9,334341.7,973731.2,368585.9,24435.6,-1451759.2,85268.2,1104556.9
Bahamas,BS,1993,30164.7,141239.1,340593.2,901883.1,356234.8,23510.3,-1451759.2,85268.2,1063649
Bahamas,BS,1994,33119.6,145232.9,346802.2,991514.3,396735,22125.1,-1451759.2,85268.2,1144674.4
Bahamas,BS,1995,40957.8,148483.1,352846.2,1103561.5,457697.7,27855.2,-1451759.2,85268.2,1300786.5
Bahamas,BS,1996,44751.7,151602.2,358687.9,1238958.3,510108.5,32753.3,-1451759.2,82964.6,1422153.6
Bahamas,BS,1997,44155.7,155601.4,364365.6,923594.6,505399.9,29230.2,-1451759.2,81954,1413774.7
Bahamas,BS,1998,56177.3,159094.2,369914.9,717111.5,911405.9,39193.8,-1451759.2,92193.5,1429825.5
Bahamas,BS,1999,54449.6,162983.6,375405.4,714394.6,912064.3,33257.6,-1451759.2,91192.3,1354321.4
Bahamas,BS,2000,51180.8,167497.3,381062.4,371975.9,921205.2,26389.8,-1451759.2,116094.9,1275774.7
Bahamas,BS,2001,48978.5,171765.8,386106,370688.4,879075.4,24164.6,-966894.7,42169,1264416.6
Bahamas,BS,2002,50175.1,175391.8,392149.1,372388.5,896132,21365.4,-966894.7,38779.7,1350158.4
Bahamas,BS,2003,55565.6,178500.6,397201.9,392330.5,984707.2,20430.4,-966894.7,3073.3,1527167.1
Bahamas,BS,2004,57516.5,183323,402244.2,428749.1,1091477.2,38772.7,-966894.7,153361.2,1557694.7
Bahamas,BS,2005,56871.7,188331,408276.2,397776.9,1111263.5,27037.8,-966894.7,95504.9,1570990.6
Bahamas,BS,2006,59819.5,192813.2,413332.1,423206.7,1180685.7,25872.4,4910265.4,55910.7,1675285.1
Bahamas,BS,2007,62637.4,197930.4,418617.9,409462,1254789.5,26787.6,4910265.4,50192,1760829.2
Bahamas,BS,2008,65715.8,203234.9,424673.8,420586.1,1323475.3,35435.3,4910265.4,186903.6,1827964
Bahamas,BS,2009,68673,208007,429809.6,427522.5,1400539.2,26352,4910265.4,66895.5,1914310.8
Bahamas,BS,2010,71630,213017.6,434935.5,435458.9,1468603.1,22293.6,4910265.4,28704.7,1999635.2
Bhutan,BT,1990,5382.3,138038.6,80016.6,398967.8,51094.6,553896.1,-4106666.7,19934.7,34585.2
Bhutan,BT,1991,5430.5,141407.1,81453.2,399630.8,53196.7,543957.6,-4106666.7,19934.7,38330.2
Bhutan,BT,1992,5647.3,144799.2,83844.9,400856.2,62458.9,514061.2,-4106666.7,19934.7,370032
Bhutan,BT,1993,5664.5,148296.3,86977.1,403139.9,58992.4,517142.5,-4106666.7,19934.7,363009.5
Bhutan,BT,1994,5855.1,152039.3,98088.8,405195.4,60031,523437.9,-4106666.7,19934.7,357445.3
Bhutan,BT,1995,6109.5,156108,136986.4,416814.9,70115.4,572316,-4106666.7,19934.7,279998.4
Bhutan,BT,1996,6307,160657.4,139061.6,417249.7,87758.1,557850.6,-4106666.7,15302.8,287627.7
Bhutan,BT,1997,6417.6,165569.7,149805.4,421425.1,94807.3,559044.5,-4106666.7,15035.5,195179.1
Bhutan,BT,1998,12214.3,170526.5,156075.9,430103.2,93444.4,560818.7,-4106666.7,28871.6,149546.3
Bhutan,BT,1999,36025.3,175138,156360.1,444539.2,92407.7,582495.5,-4106666.7,49664.1,127852
Bhutan,BT,2000,28593.5,179121.9,146239.2,453796.1,101376.5,534706.2,-4106666.7,19859.8,118865.6
Bhutan,BT,2001,16259.8,182391.5,154385.5,462429.7,104682.5,505364.9,-4400000,12643.7,116349.8
Bhutan,BT,2002,11019.6,185050.8,172230,459808.7,74487.3,490680.9,-4400000,5006.8,113761.5
Bhutan,BT,2003,7224.9,187478.3,172345.5,455067.4,72674.8,505160,-4400000,0,115639
Bhutan,BT,2004,8224,190260.6,173655.4,477751.3,71472.9,510069.4,-4400000,4308.2,119224.6
Bhutan,BT,2005,8528.9,193785.4,173766.6,465129.2,78661.2,563242.1,-4400000,2864.2,123373.6
Bhutan,BT,2006,32523.1,196994.2,186943.7,481824,78991.4,543705.3,-2933333.3,1938.2,121218.5
Bhutan,BT,2007,7930.1,200542.3,190368.4,537241.9,82516.1,559956.4,-2933333.3,83021.9,123814.8
Bhutan,BT,2008,13480.1,204271.8,189403.1,550585.5,86043.1,508941.9,-2933333.3,3944,126705.3
Bhutan,BT,2009,33046.2,208118.4,194548.7,579004.9,88570.1,516885.5,-2933333.3,3548.3,127754.1
Bhutan,BT,2010,96104.3,212205.2,207994.2,607422.5,90997,510852.3,-2933333.3,37323.6,128898.6
Botswana,BW,1990,401827.6,187547.3,16539.5,523519.8,535229,8663442,6233333.3,60936083.8,832614.7
Botswana,BW,1991,294510.9,197880.7,58225.1,493411.4,584355.4,8172110.6,6233333.3,61066628.5,859910.3
Botswana,BW,1992,591015,208075.3,99905.8,573297,597805.8,7851818.4,6233333.3,61199444.4,829049.1
Botswana,BW,1993,228584.5,216454.4,101653.5,536349,590246.3,7565481.3,6233333.3,61334591.3,764418.1
Botswana,BW,1994,308426.1,226643.9,133998.2,766118.5,583802.3,7918525,6233333.3,61472131,719156.5
Botswana,BW,1995,323644.1,235444.9,153017.9,786261.7,596798.2,8646826.5,6233333.3,61612127.6,727052.9
Botswana,BW,1996,243851.5,243379,98161.2,682581.2,602318.1,10493967.3,6233333.3,73529563.2,665281.4
Botswana,BW,1997,224372.1,249473.8,152411.8,701006.1,680805.4,9961727.1,6233333.3,84529550.5,700954.2
Botswana,BW,1998,132479.5,255664.8,146691,869323.1,696106.5,9039555.2,6233333.3,93986499.5,1729266.5
Botswana,BW,1999,124878.2,263633,176224.6,835479.7,730224.3,8884814.5,6233333.3,79097113.3,1749700.2
Botswana,BW,2000,117120.5,271479.8,147736.7,248660,971469.1,8548299.4,6233333.3,67637710.1,1974807.7
Botswana,BW,2001,298884.8,288782.9,187718.4,266283.3,806786,9220165.5,5866666.7,50323796.8,2046478.5
Botswana,BW,2002,332745.2,297503.1,208769.8,271461.3,784121.7,8319022,5866666.7,125601280.5,2226439.9
Botswana,BW,2003,110979.3,303982.6,225693.9,278309.5,796456.9,3931128.3,5866666.7,64118195.1,2015284.2
Botswana,BW,2004,127451.3,312258.4,194979.4,295214.8,1483293.4,4441891.2,5866666.7,43367098,2426142
Botswana,BW,2005,158377.1,320447.3,185797.1,246228.6,1485441.9,4753650.6,5866666.7,66331054.8,2711670.9
Botswana,BW,2006,39537.8,328736.9,166787.1,245869.8,1530064.2,7323625,6600000,50030586.8,2828636.5
Botswana,BW,2007,55648.4,337151.4,152779.4,327710.6,1590485.9,5213860.4,6600000,70378868.7,3298760.5
Botswana,BW,2008,37417.5,345675.1,135771.8,253217.5,1490907.9,11513416,6600000,49036589.7,3132269.8
Botswana,BW,2009,32862.2,354195.2,118466.8,255806.5,1421195.2,5373772.3,6600000,36578793.2,2955966.3
Botswana,BW,2010,38507.9,362835.7,101561.8,259306,1521520.5,13921985.4,6600000,35791251.3,3208366.4
Belarus,BY,1992,460795.4,3624700.9,6245677.4,17732790.3,13790604.7,24015478.1,-35200000,25259821.9,59334423
Belarus,BY,1993,409172.9,3662867.7,4885380.5,14934336.4,11011669.5,23114576.9,-35200000,25259821.9,51384392.4
Belarus,BY,1994,326360.5,3740224,4287137.5,11648746.9,8076005.1,22031656.3,-35200000,25259821.9,46549362
Belarus,BY,1995,285708.1,3793101.2,4311158.3,11530126.6,5964946.1,21317845.2,-35200000,25259821.9,40257625
Belarus,BY,1996,283886.9,3837094.5,4406970.8,12140242.5,5843241.2,20707966.9,-35200000,25222698.3,40373311.5
Belarus,BY,1997,283076.1,3928010.3,5025690.2,10382071.6,6149128.6,20414652.1,-35200000,25163952,42244230.4
